x-axis,1,2
second,Volt,Volt
-19.16000E-03,-117.50000E-03,+249.98E-06
-19.11000E-03,-117.50000E-03,+249.98E-06
-19.06000E-03,-87.50000E-03,+249.98E-06
-19.01000E-03,-85.00000E-03,+249.98E-06
-18.96000E-03,-101.25000E-03,+249.98E-06
-18.91000E-03,-90.00000E-03,+249.98E-06
-18.86000E-03,-81.25000E-03,+249.98E-06
-18.81000E-03,-110.00000E-03,+249.98E-06
-18.76000E-03,-102.50000E-03,+5.24998E-03
-18.71000E-03,-98.75000E-03,+1.49998E-03
-18.66000E-03,-98.75000E-03,+5.24998E-03
-18.61000E-03,-123.75000E-03,+1.49998E-03
-18.56000E-03,-120.00000E-03,+249.98E-06
-18.51000E-03,-137.50000E-03,+249.98E-06
-18.46000E-03,-112.50000E-03,+249.98E-06
-18.41000E-03,-110.00000E-03,+249.98E-06
-18.36000E-03,-156.25000E-03,+249.98E-06
-18.31000E-03,-117.50000E-03,+249.98E-06
-18.26000E-03,-105.00000E-03,+249.98E-06
-18.21000E-03,-85.00000E-03,+5.24998E-03
-18.16000E-03,-100.00000E-03,+1.49998E-03
-18.11000E-03,-105.00000E-03,+249.98E-06
-18.06000E-03,-80.00000E-03,+5.24998E-03
-18.01000E-03,-118.75000E-03,-3.50002E-03
-17.96000E-03,-120.00000E-03,-1.00002E-03
-17.91000E-03,-87.50000E-03,+5.24998E-03
-17.86000E-03,-125.00000E-03,+1.49998E-03
-17.81000E-03,-136.25000E-03,+249.98E-06
-17.76000E-03,-81.25000E-03,+5.24998E-03
-17.71000E-03,-122.50000E-03,+1.49998E-03
-17.66000E-03,-141.25000E-03,+5.24998E-03
-17.61000E-03,-137.50000E-03,+1.49998E-03
-17.56000E-03,-151.25000E-03,+249.98E-06
-17.51000E-03,-135.00000E-03,+5.24998E-03
-17.46000E-03,-130.00000E-03,+1.49998E-03
-17.41000E-03,-155.00000E-03,+5.24998E-03
-17.36000E-03,-131.25000E-03,+1.49998E-03
-17.31000E-03,-133.75000E-03,+5.24998E-03
-17.26000E-03,-151.25000E-03,+1.49998E-03
-17.21000E-03,-140.00000E-03,+249.98E-06
-17.16000E-03,-126.25000E-03,+249.98E-06
-17.11000E-03,-148.75000E-03,+249.98E-06
-17.06000E-03,-150.00000E-03,+249.98E-06
-17.01000E-03,-148.75000E-03,+249.98E-06
-16.96000E-03,-168.75001E-03,+249.98E-06
-16.91000E-03,-158.75000E-03,+249.98E-06
-16.86000E-03,-155.00000E-03,-4.75002E-03
-16.81000E-03,-130.00000E-03,-1.00002E-03
